modelo,vect,scaling,duracao_random_search,qnt_iteracoes,f1_randsearch,f1_pred,class_report,duracao_aval_iv,acc_aval_iv,melhores_parametros
MultinomialNB(alpha=0.03),TfidfVectorizer(),MaxAbsScaler(),0 days 00:02:00.070849,10,33.67%,33.29%,"{'0': {'precision': 0.22727272727272727, 'recall': 0.10416666666666667, 'f1-score': 0.14285714285714288, 'support': 240}, '1': {'precision': 0.342, 'recall': 0.4275, 'f1-score': 0.37999999999999995, 'support': 400}, '2': {'precision': 0.42857142857142855, 'recall': 0.35, 'f1-score': 0.3853211009174312, 'support': 600}, '3': {'precision': 0.3685185185185185, 'recall': 0.4975, 'f1-score': 0.42340425531914894, 'support': 400}, 'accuracy': 0.36890243902439024, 'macro avg': {'precision': 0.34159066859066856, 'recall': 0.34479166666666666, 'f1-score': 0.3328956247734307, 'support': 1640}, 'weighted avg': {'precision': 0.363351048229097, 'recall': 0.36890243902439024, 'f1-score': 0.35782931522184913, 'support': 1640}}",0 days 00:00:51.645944,30.93%,"{'vect__ngram_range': (1, 5), 'vect__analyzer': 'char', 'selection__percentile': 33, 'estimator__fit_prior': True, 'estimator__alpha': 0.03}"
