modelo,vect,scaling,duracao_random_search,qnt_iteracoes,f1_randsearch,f1_pred,class_report,duracao_aval_iv,acc_aval_iv,melhores_parametros
"MultinomialNB(alpha=0.02, fit_prior=False)",TfidfVectorizer(),MaxAbsScaler(),0 days 03:45:35.792120,1000,37.1%,36.68%,"{'0': {'precision': 0.21548821548821548, 'recall': 0.26666666666666666, 'f1-score': 0.2383612662942272, 'support': 240}, '1': {'precision': 0.38009049773755654, 'recall': 0.42, 'f1-score': 0.3990498812351544, 'support': 400}, '2': {'precision': 0.46346555323590816, 'recall': 0.37, 'f1-score': 0.4114921223354958, 'support': 600}, '3': {'precision': 0.4075829383886256, 'recall': 0.43, 'f1-score': 0.4184914841849149, 'support': 400}, 'accuracy': 0.38170731707317074, 'macro avg': {'precision': 0.36665680121257643, 'recall': 0.37166666666666665, 'f1-score': 0.366848688512448, 'support': 1640}, 'weighted avg': {'precision': 0.39321090128609115, 'recall': 0.38170731707317074, 'f1-score': 0.384828367975573, 'support': 1640}}",0 days 00:00:34.625398,31.06%,"{'vect__ngram_range': (5, 6), 'vect__analyzer': 'char', 'selection__percentile': 66, 'estimator__fit_prior': False, 'estimator__alpha': 0.02}"
