modelo,vect,scaling,duracao_random_search,qnt_iteracoes,f1_randsearch,f1_pred,class_report,duracao_aval_iv,acc_aval_iv,melhores_parametros
"MultinomialNB(alpha=10, fit_prior=False)",TfidfVectorizer(),MaxAbsScaler(),0 days 00:00:12.117887,1,27.37%,29.96%,"{'0': {'precision': 1.0, 'recall': 0.029166666666666667, 'f1-score': 0.056680161943319846, 'support': 240}, '1': {'precision': 0.7375886524822695, 'recall': 0.26, 'f1-score': 0.38447319778188543, 'support': 400}, '2': {'precision': 0.40111034004163776, 'recall': 0.9633333333333334, 'f1-score': 0.5663890249877511, 'support': 600}, '3': {'precision': 0.8431372549019608, 'recall': 0.1075, 'f1-score': 0.19068736141906872, 'support': 400}, 'accuracy': 0.44634146341463415, 'macro avg': {'precision': 0.745459061856467, 'recall': 0.33999999999999997, 'f1-score': 0.2995574365330063, 'support': 1640}, 'weighted avg': {'precision': 0.6786320530357773, 'recall': 0.44634146341463415, 'f1-score': 0.355793218011847, 'support': 1640}}",0 days 00:00:17.454853,38.29%,"{'vect__ngram_range': (1, 2), 'selection__percentile': 100, 'estimator__fit_prior': False, 'estimator__alpha': 10}"
