modelo,vect,scaling,duracao_random_search,qnt_iteracoes,f1_randsearch,f1_pred,class_report,duracao_aval_iv,acc_aval_iv,melhores_parametros
"MultinomialNB(alpha=0.3, fit_prior=False)",TfidfVectorizer(),MaxAbsScaler(),0 days 00:37:03.918079,300,35.31%,37.9%,"{'0': {'precision': 0.2508361204013378, 'recall': 0.3125, 'f1-score': 0.27829313543599254, 'support': 240}, '1': {'precision': 0.4018264840182648, 'recall': 0.44, 'f1-score': 0.4200477326968974, 'support': 400}, '2': {'precision': 0.4562289562289562, 'recall': 0.45166666666666666, 'f1-score': 0.45393634840871017, 'support': 600}, '3': {'precision': 0.4174757281553398, 'recall': 0.3225, 'f1-score': 0.36389280677009866, 'support': 400}, 'accuracy': 0.39695121951219514, 'macro avg': {'precision': 0.3815918222009747, 'recall': 0.38166666666666665, 'f1-score': 0.3790425058279247, 'support': 1640}, 'weighted avg': {'precision': 0.4034505655506931, 'recall': 0.39695121951219514, 'f1-score': 0.39800510813211143, 'support': 1640}}",0 days 00:00:17.001981,30.26%,"{'vect__ngram_range': (2, 4), 'selection__percentile': 100, 'estimator__fit_prior': False, 'estimator__alpha': 0.3}"
